nm_empresa,website_url,run_at,product_category,product_name,materials,is_wood_related,mentions_pinus,source_hint
Compinus Comercio E Transporte De Madeiras - Buri,https://ecopinusmadeiras.com.br/,2026-02-04T12:23:58.692918+00:00,Madeira de segunda,Madeira de pinus de segunda,Madeira de pinus,yes,yes,https://ecopinusmadeiras.com.br/produtos/
Express Pallets Ltda - Sao Paulo,https://www.palletexpress.com.br/,2026-02-04T13:03:11.270855+00:00,Pallet,PALLET PBR1,Pinus wood or Eucalyptus wood,yes,yes,PALLET PBR1
Express Pallets Ltda - Sao Paulo,https://www.palletexpress.com.br/,2026-02-04T13:03:11.270855+00:00,Pallet,PALLET EURO,Pinus wood,yes,yes,PALLET EURO
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,,Aparador Diamante,"marchetaria em lâmina de madeira natural tauari, sucupira e madeira ebanizada",yes,no,Aparador Diamante | +55design
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,Cadeiras,Cadeira Curva,madeira,yes,no,Cadeira Curva | +55design
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,Cadeiras,Cadeiras,"Couro natural, madeira certificada",yes,no,Cadeiras | +55design
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,Cadeiras,Cadeira Max,madeira,yes,no,Cadeira Max | +55design
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,Cadeiras,Cadeira Pelicano,madeira maciça torneada,yes,no,Cadeira Pelicano | +55design
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,Cadeiras,Cadeira Charlotte,madeira,yes,no,Cadeira Charlotte | +55design
+55 Fabrica De Moveis Ltda. - Campinas,https://www.55-design.com/,2026-02-04T12:23:22.303464+00:00,,Arthur Casas Design,"madeira Tauari, madeira",yes,no,Arthur Casas Design | +55design
Bartolomeu Materiais Para Construcao - Brodowski,https://www.bartolomeu.com.br/,2026-02-04T12:38:01.800171+00:00,Portas de Madeira,Portas de Madeira,Madeira,yes,no,Portas de Madeira
Belacci Do Brasil - Cacapava,https://belacci.com.br/,2026-02-04T12:42:56.763092+00:00,Móveis de escritório,Linha Madri,painéis de madeira,yes,no,https://belacci.com.br/?s=madeira
Belacci Do Brasil - Cacapava,https://belacci.com.br/,2026-02-04T12:42:56.763092+00:00,Estações de trabalho,Linha Barcelona,divisores em madeira ou vidro temperado,yes,no,https://belacci.com.br/?s=madeira
Biomax Biomassa Ltda - Itapeva,https://www.biomaxbiomassa.com.br/,2026-02-04T12:56:09.165991+00:00,,Serragem de Madeira Verde Peneirada,,yes,no,Serragem de Madeira Verde Peneirada
Biomax Biomassa Ltda - Itapeva,https://www.biomaxbiomassa.com.br/,2026-02-04T12:56:09.165991+00:00,,Serragem de madeira seca (menor que 10% de umidade),,yes,no,Serragem de madeira seca (menor que 10% de umidade)
Biomax Biomassa Ltda - Itapeva,https://www.biomaxbiomassa.com.br/,2026-02-04T12:56:09.165991+00:00,,Madeira Serrada,,yes,no,Madeira Serrada
Britez Commodities - Sao Paulo,https://britez-commodities.ueniweb.com/,2026-02-04T12:26:49.015319+00:00,Wood,Mogno,,yes,no,Nossos Produtos
Britez Commodities - Sao Paulo,https://britez-commodities.ueniweb.com/,2026-02-04T12:26:49.015319+00:00,Wood,Pau de Balsa,,yes,no,Nossos Produtos
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Aparador 2 Gavetas Lizz,,yes,no,Aparador 2 Gavetas Lizz
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Aparador 2 Gavetas Rennes,,yes,no,Aparador 2 Gavetas Rennes
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Aparador Café Lizz,,yes,no,Aparador Café Lizz
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Aparador Café Rubi,,yes,no,Aparador Café Rubi
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Bar Lizz,,yes,no,Bar Lizz
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Baú Banco Luca,,yes,no,Baú Banco Luca
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Buffet 3 Gavetas Rennes,,yes,no,Buffet 3 Gavetas Rennes
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Buffet Grace,,yes,no,Buffet Grace
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Buffet Lizz 170,,yes,no,Buffet Lizz 170
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Buffet Lizz 190,,yes,no,Buffet Lizz 190
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Buffet Madri,,yes,no,Buffet Madri
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Buffet Memphis,,yes,no,Buffet Memphis
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Cabeceira Florença Casal / Queem,,yes,no,Cabeceira Florença Casal / Queem
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Cabeceira Florença King,,yes,no,Cabeceira Florença King
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Cômoda 5 Gavetas Belize,,yes,no,Cômoda 5 Gavetas Belize
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Comoda Vicenza 08 Gavetas,,yes,no,Comoda Vicenza 08 Gavetas
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Cristaleira Lizz,,yes,no,Cristaleira Lizz
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Cristaleira Lyra,,yes,no,Cristaleira Lyra
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Home Cannes,,yes,no,Home Cannes
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Cabeceira Antares,,yes,no,Mesa de Cabeceira Antares
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Cabeceira Belize,,yes,no,Mesa de Cabeceira Belize
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Cabeceira Florença,,yes,no,Mesa de Cabeceira Florença
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Centro Lizz,,yes,no,Mesa de Centro Lizz
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Centro Lizz Oblonga,,yes,no,Mesa de Centro Lizz Oblonga
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Jantar Lisboa 120,,yes,no,Mesa de Jantar Lisboa 120
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Jantar Lisboa 160,,yes,no,Mesa de Jantar Lisboa 160
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa de Jantar Lisboa 90,,yes,no,Mesa de Jantar Lisboa 90
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa Lateral Lizz,,yes,no,Mesa Lateral Lizz
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Mesa Redonda Veneza (Com Vidro),,yes,no,Mesa Redonda Veneza (Com Vidro)
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Painel Roma 180,,yes,no,Painel Roma 180
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Painel Roma 217,,yes,no,Painel Roma 217
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Painel Safira,,yes,no,Painel Safira
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Painel Siena 160,,yes,no,Painel Siena 160
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Painel Siena 160 Baixo,,yes,no,Painel Siena 160 Baixo
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Painel Siena 180 Baixo,,yes,no,Painel Siena 180 Baixo
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack Adria 160,,yes,no,Rack Adria 160
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack Eros 180,,yes,no,Rack Eros 180
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack Esmeralda,,yes,no,Rack Esmeralda
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack Lizz 170,,yes,no,Rack Lizz 170
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack Lizz 190,,yes,no,Rack Lizz 190
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack New Jersey 160,,yes,no,Rack New Jersey 160
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Rack Roma 217,,yes,no,Rack Roma 217
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Roupeiro Lizz 6P 270,,yes,no,Roupeiro Lizz 6P 270
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Sapateira Agata,,yes,no,Sapateira Agata
Casa D - Mirassol,https://casad.com.br/,2026-02-04T13:10:39.266172+00:00,,Sapateira Dalia,,yes,no,Sapateira Dalia
Casa Das Serras - Sao Paulo,https://www.casadasserras.com.br/,2026-02-04T13:16:04.938683+00:00,,Disco De Serra Para Madeira 185mm 24d Rz-ls02024 R...,,yes,no,Disco De Serra Para Madeira 185mm 24d Rz-ls02024 R...
Casa Das Serras - Sao Paulo,https://www.casadasserras.com.br/,2026-02-04T13:16:04.938683+00:00,,Disco De Serra 235mm 24d Para Madeira Rz-ls02027 R...,,yes,no,Disco De Serra 235mm 24d Para Madeira Rz-ls02027 R...
Casa Das Serras - Sao Paulo,https://www.casadasserras.com.br/,2026-02-04T13:16:04.938683+00:00,,Serra Fita Vol.400mm P/madeira-mdf 02cv Bsw-4025 M...,,yes,no,Serra Fita Vol.400mm P/madeira-mdf 02cv Bsw-4025 M...
Cimentizio - Ribeirao Preto,https://www.cimentizio.com.br/,2026-02-04T13:02:22.698997+00:00,Revestimentos,Madeiratto Deck,Imitation wood,yes,no,Madeiratto Deck
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Ferramentas,Cabos de madeira para espátulas,Madeira,yes,no,Cabos de madeira para espátulas
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Ferramentas,Cabos para Colher de Pedreiro,Madeira,yes,no,Cabos para Colher de Pedreiro
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Ferramentas,Cabos para Desempenadeira,Madeira,yes,no,Cabos para Desempenadeira
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Ferramentas,Cabos para Riscador de Fórmica,Madeira,yes,no,Cabos para Riscador de Fórmica
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Ferramentas,Cabos de Madeira para Lima,Madeira,yes,no,Cabos de Madeira para Lima
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,"Grelhas, espetos e churrasqueiras",Cabos para Espetos e Grelhas,Madeira,yes,no,Cabos para Espetos e Grelhas
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Utilidades domésticas,Cabos para Utilidade Doméstica,Madeira,yes,no,Cabos para Utilidade Doméstica
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Utilidades domésticas,Cabos para Panelas e Canecão,Madeira,yes,no,Cabos para Panelas e Canecão
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Utilidades domésticas,Cabo para Socado de Caipirinha,Madeira,yes,no,Cabo para Socado de Caipirinha
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Comunicação Visual,Madeira para Faixa,Madeira,yes,no,Madeira para Faixa
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Comunicação Visual,Bastão de Madeira para Banner,Madeira,yes,no,Bastão de Madeira para Banner
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Resíduos Renováveis,Cabos de Madeira Serrados,Madeira,yes,no,Cabos de Madeira Serrados
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Produtos Diversos,Cabos para Escova de Cabelo,Madeira,yes,no,Cabos para Escova de Cabelo
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Produtos Diversos,Cabos de Madeira para Escova Pet,Madeira,yes,no,Cabos de Madeira para Escova Pet
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Produtos Diversos,Cabos para Boia de Pesca,Madeira,yes,no,Cabos para Boia de Pesca
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Produtos Diversos,Cabos de Madeira para Lavatina,Madeira,yes,no,Cabos de Madeira para Lavatina
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Produtos Diversos,Cabos de Madeira para Boliador,Madeira,yes,no,Cabos de Madeira para Boliador
Colina Industria E Comercio De Artefatos De Madeira Ltda - Sao Bernardo do Campo,https://colinacabosdemadeira.com.br/,2026-02-04T12:27:10.962265+00:00,Produtos Diversos,Cabos de Madeira para Pula Corda,Madeira,yes,no,Cabos de Madeira para Pula Corda
Comercio De Madeiras Pau Brasil - Ubatuba,https://paubrasilmadeiras.com.br/,2026-02-04T12:40:53.581301+00:00,Madeiras,Garapeira,Garapeira,yes,no,Madeiras
Comercio De Madeiras Pau Brasil - Ubatuba,https://paubrasilmadeiras.com.br/,2026-02-04T12:40:53.581301+00:00,Madeiras,Ipê,Ipê,yes,no,Madeiras
Comercio De Madeiras Pau Brasil - Ubatuba,https://paubrasilmadeiras.com.br/,2026-02-04T12:40:53.581301+00:00,Madeiras,Angelim,Angelim,yes,no,Madeiras
Comercio De Madeiras Pau Brasil - Ubatuba,https://paubrasilmadeiras.com.br/,2026-02-04T12:40:53.581301+00:00,Madeiras,Cambara,Cambara,yes,no,Madeiras
Comercio De Madeiras Pau Brasil - Ubatuba,https://paubrasilmadeiras.com.br/,2026-02-04T12:40:53.581301+00:00,Madeiras,Eucalipto,Eucalipto,yes,no,Madeiras
Comercio De Madeiras Pau Brasil - Ubatuba,https://paubrasilmadeiras.com.br/,2026-02-04T12:40:53.581301+00:00,Madeiras,Cedrinho,Cedrinho,yes,no,Madeiras
Comercio De Material De Construcao Sgotti Ltda - Ouroeste,http://sgottimateriais.com.br/,2026-02-04T13:18:08.716301+00:00,Madeiras,Madeiras,wood,yes,no,Madeiras
Comercio De Material De Construcao Sgotti Ltda - Ouroeste,http://sgottimateriais.com.br/,2026-02-04T13:18:08.716301+00:00,Corte de Madeira,Corte de Madeira,wood,yes,no,Corte de Madeira
Compinus Comercio E Transporte De Madeiras - Buri,https://ecopinusmadeiras.com.br/,2026-02-04T12:23:58.692918+00:00,Pranchas,Pranchas,Madeira,yes,no,https://ecopinusmadeiras.com.br/produtos/
Compinus Comercio E Transporte De Madeiras - Buri,https://ecopinusmadeiras.com.br/,2026-02-04T12:23:58.692918+00:00,Sarrafos,Sarrafos,Madeira,yes,no,https://ecopinusmadeiras.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,Embalagens industriais,Madeiras para embalagens industriais,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Brise Soleil,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Deck,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Escada,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Fachadas,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Forro-Lambril,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Guarda Corpo,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Assoalhos,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Pergolado/Gazebo,,yes,no,https://madeirasccrm.com.br/produtos/
Cotia Integral Madeiras Ltda - Sao Paulo,https://madeirasccrm.com.br/,2026-02-04T12:20:30.732230+00:00,,Telhados,,yes,no,https://madeirasccrm.com.br/produtos/
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,Lâminas Naturais Importadas,,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,Lâminas Naturais Importadas - Linha Wood,Wood,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,Lâminas Naturais Nacionais,,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,Lâminas Pré-Compostas - Linha SL Eco,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,CARVALHO EUROPEU CATEDRAL SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,CARVALHO EUROPEU QUARTIER SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,CUMARÚ SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,ÉBANO SAVANA SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,FREIJÓ SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,GRAFIATO SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,NOGUEIRA ITALIANA SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,PALESSANDRO CATEDRAL SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,PALMA DA PÉRSIA SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,2026-02-04T12:44:25.239766+00:00,,PATINA BEGE CATEDRAL SL ECO,ECO,yes,no,https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Móveis,BANCO DE MADEIRA GDE,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Móveis,BANCO DE MADEIRA MD,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Móveis,BANCO DE MADEIRA PQ,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Ferramentas,CABO DE MARRETA MADERITE 30CM,maderite,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Ferramentas,CABO DE MARTELO MADERITE 35CM,maderite,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Ferramentas,DESEMP MADEIRA 17X30,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Ferramentas,NIVEL DE MADEIRA 12 30CM,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Ferramentas,NIVEL DE MADEIRA 14 35CM,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Construção,"PONTALETE DE EUCALIPTO 6,00MT",eucalipto,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
Eiras Express - Braganca Paulista,https://www.eiraspremoldados.com.br,2026-02-04T13:01:52.174802+00:00,Construção,SARRAFO DE 15CM MT,wood,yes,no,https://www.eiraspremoldados.com.br/materiais-de-construcao.html
