nm_empresa,website_url,query,status,message_pt,works_with_wood,works_with_pine_panel,pine_panel_flag,confidence_wood,confidence_pine_panel,evidence_snippet,materials_summary,item_count_total,item_count_wood_related,item_count_mentions_pinus,run_at,attempts
Eco-Folhas Comercio De Madeiras E Ferragens Ltda - Sao Paulo,https://www.ecofolhas.com.br/,painel de madeira pinus,FOUND,"Empresa trabalha com lâminas de madeira, mas não foram encontrados painéis de pinus especificamente.",yes,unknown,0,100,35,"LÂMINAS DE MADEIRA NACIONAIS E IMPORTADAS
LÂMINAS PRÉ-COMPOSTAS - LINHA SL ECO
ECO
Wood
Madeira",Lâminas de madeira (veneers),14,14,0,2026-02-04T12:44:25.239766+00:00,Navigated to https://www.ecofolhas.com.br/; Clicked on 'Produtos'; Clicked on 'Lâminas Naturais Nacionais'; Clicked on 'Lâminas Pré-Compostas - Linha SL Eco'; Extracted content from https://www.ecofolhas.com.br/laminas_pre_compostas_linhasleco.html
Embramaco - Santa Gertrudes,https://www.embramaco.com.br,painel de madeira pinus,FOUND,"Produtos de madeira encontrados, mas sem menção específica a painéis de pinus.",yes,unknown,0,100,35,"A Embramaco oferece produtos na linha 'Madeira'. No entanto, os detalhes dos materiais e menções específicas a 'pinus' ou 'pine' não foram encontrados nos produtos listados.",Materiais não especificados para os produtos de madeira listados.,15,15,0,2026-02-04T13:10:55.611039+00:00,Navigated to https://www.embramaco.com.br; Clicked 'Acesse o Site' for 'embramaco ceramica'; Clicked 'Produtos'; Scrolled down to load content; Clicked 'Madeira' checkbox in 'Linha' filter; Scrolled down to load more wood products; Extracted product details
Casa Das Serras - Sao Paulo,https://www.casadasserras.com.br/,madeira,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,95,35,"Disco De Serra Para Madeira 185mm 24d Rz-ls02024 R...
Disco De Serra 235mm 24d Para Madeira Rz-ls02027 R...
Serra Fita Vol.400mm P/madeira-mdf 02cv Bsw-4025 M...",A empresa vende discos de serra e serra fita para madeira e MDF. Não há menção específica de painéis de pinus.,3,3,0,2026-02-04T13:16:04.938683+00:00,Searched for 'madeira'.; Extracted product details from search results.
Belacci Do Brasil - Cacapava,https://belacci.com.br/,madeira,FOUND,Informações sobre produtos de madeira encontradas. Não há menção específica a painéis de pinus.,yes,unknown,0,90,35,"A linha Madri foi desenvolvida apostando num conceito de ambiente mais acolhedor, utilizando de amplos painéis de madeira em seus fechamentos, de forma a trazer o conforto visual da madeira,…
Estações de trabalho com linhas retas, estruturas abertas que melhoram a circulação de ar e facilitam a limpeza do ambiente. Podem ser montadas com divisores em madeira ou vidro temperado,…",A empresa utiliza painéis de madeira em seus produtos e oferece opções com divisores de madeira.,2,2,0,2026-02-04T12:42:56.763092+00:00,Navigated to https://belacci.com.br/; Clicked on 'Produtos'; Scrolled down; Scrolled down; Clicked search icon; Input 'madeira'; Submitted search query; Extracted search results for 'madeira'
Ettore Comercio E Instalacoes Ltda - Sao Paulo,https://www.ettorehd.com.br,painel de madeira pinus,FOUND,"A empresa oferece painéis arquitetônicos. O produto INFINITY WALL possui estética de madeira e menção a ""madeira natural"" em sua descrição de fita. Outros painéis são feitos de aço ou materiais não especificados. Não há menção explícita a painéis de madeira de pinus.",yes,unknown,0,90,35,"INFINITY WALL: Made of galvalume steel, offering the aesthetic of wood panels with high resistance and sustainability. Ribbon: Profiles with a linear aesthetic, combined with the look of natural wood.","Galvalume steel, PIR core, unspecified materials. INFINITY WALL mentions ""natural wood"" for its ribbon and ""aesthetic of wood panels"".",7,2,0,2026-02-04T12:53:32.293396+00:00,Navigated to https://www.ettorehd.com.br/; Clicked 'Soluções'; Clicked 'Painéis arquitetônicos'; Extracted content from https://www.ettorehd.com.br/paineis/
Fenix Industria De Moveis Itatiba Ltda - Itatiba,https://moveisfenix.com.br/,painel de madeira pinus,FOUND,Informações sobre o uso de madeira encontradas. Não há menção específica a painéis de pinus.,yes,unknown,0,85,35,"Produção
Esquadra Bordo, Usinagem, Marcenaria, Lustração, Montagem. Madeira. Vidro. Metal. Tecido. Para todos os setores, e todos os materiais, a tecnologia de ponta e o trabalho dedicado de uma equipe de marceneiros de mais de 30 anos de experiência na Fenix. Toda a estrutura contida nos 10.200m² da fábrica tem por finalidade promover os melhores resultados para as mais diversas exigências de acabamento.","A empresa trabalha com Madeira, Vidro e Metal. Possui marceneiros com mais de 30 anos de experiência.",1,1,0,2026-02-04T12:32:12.249025+00:00,Navigated to https://moveisfenix.com.br/a-empresa/; Scrolled down 0.5 pages; Extracted text content from the page
Bartolomeu Materiais Para Construcao - Brodowski,https://www.bartolomeu.com.br/,painel de madeira pinus,FOUND,"A empresa possui a categoria 'Portas de Madeira', indicando trabalho com madeira. Informações sobre painéis de pinus específicos não foram encontradas nas categorias visíveis.",yes,unknown,0,85,35,"Pisos e Revestimentos, Metais, Louças, Papéis de Parede, Portas de Madeira, Gabinetes Banheiro/Cozinha, Banheiras, Hidráulica, Tintas, Esquadrias, Fechaduras, Ferragens, Ferramentas, Iluminação, Material Básico, Material Elétrico, Telefonia, Porteiro Eletrônico, Eletrodomésticos, Climatizadores | Ventiladores, Concreto Usinado, Ferragem Armada, Sistema Self Color, Arquiteto, Consultor de Obras, Entregas em Domicílio, Estacionamento Próprio","A empresa oferece 'Portas de Madeira' e outras categorias como 'Pisos e Revestimentos', 'Esquadrias', que podem envolver madeira. Não há menção explícita a painéis de pinus.",1,1,0,2026-02-04T12:38:01.800171+00:00,"Navigated to https://www.bartolomeu.com.br/; Clicked on 'Produtos e Serviços'; Attempted to click 'Portas de Madeira' (element 694) multiple times, failed due to unavailability.; Scrolled down page multiple times.; Attempted to click 'Pisos e Revestimentos' (element 695), failed.; Attempted to click 'Esquadrias' (element 696), failed.; Searched Duckduckgo for 'madeira', encountered error page.; Navigated back to 'Produtos e Serviços' page.; Extracted all visible product categories."
Cimentizio - Ribeirao Preto,https://www.cimentizio.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas. Não foram encontrados produtos específicos de painel de pinus.,yes,unknown,0,85,35,Madeiratto Deck,"A empresa oferece produtos com acabamento que imita madeira, como o 'Madeiratto Deck'. Não há menção explícita de madeira natural ou painéis de pinus.",10,1,0,2026-02-04T13:02:22.698997+00:00,Navigated to https://www.cimentizio.com.br/; Clicked on 'Produtos'; Clicked on 'Revestimentos'; Scrolled down 1600px; Scrolled down 0.5 pages; Extracted product details from the page.
Grupo Facta - Santana de Parnaiba,https://grupofacta.com.br/,painel de madeira pinus,FOUND,"Empresa trabalha com madeira, mas não há menção específica a painéis de madeira pinus.",yes,unknown,0,85,35,Madeira - 100% de reflorestamento,"Madeira - 100% de reflorestamento, Metal, Plásticos (Acrílico, PSAI, PETG), ACM, Impressão digital, Pintura, Serigrafia",1,1,0,2026-02-04T13:15:47.947127+00:00,Navigated to https://grupofacta.com.br/; Clicked on 'Serviços'; Extracted materials from 'Produção' section
Ejmoveis De Jaci Industria E Comercio De Moveis Ltda. - Jaci,https://www.ejmoveis.com.br/,painel de madeira pinus,FOUND,"A empresa fabrica móveis, incluindo painéis, mas não especifica o uso de madeira de pinus ou outros tipos de madeira.",yes,unknown,0,80,35,"A empresa atua na fabricação de aparadores, buffets, racks, painéis, cômodas, Mesas de cabeceira, mesas de computador, escrivaninhas, balcões de cozinha e armário.","A empresa fabrica diversos tipos de móveis, incluindo painéis. Não há menção explícita de madeira de pinus ou outros materiais específicos.",0,0,0,2026-02-04T12:25:38.097762+00:00,Navigated to https://www.ejmoveis.com.br/; Attempted to click 'PRODUTOS' (element 10) - failed.; Scrolled down.; Attempted to click element 642 - failed.; Attempted to click 'PRODUTOS' (element 10) - failed.; Attempted to click 'SALA' (element 756) - failed.; Attempted to click 'PRODUTOS' (element 10) - failed.; Searched Duckduckgo for 'painel de madeira pinus'.; CAPTCHA encountered and attempted to solve.; Navigated back to ejmoveis.com.br.; Scrolled up.; Extracted information from 'SOBRE NÓS'.
Caetano Materiais Para Construcao - Boituva,https://www.redecaetano.com,painel de madeira pinus,NOT_FOUND,"Informações sobre painel de madeira pinus não encontradas. A empresa trabalha com madeira, mas não há detalhes específicos sobre painéis de pinus.",yes,unknown,0,80,35,"Departamentos
Cerâmica (Tatuí)
Madeireira (Tatuí)
Cerâmica II (Tatuí)
Centro de Distribuição (Tatuí)
Transportadora (Tatuí)","A empresa possui um departamento de Madeireira (Tatuí-SP), indicando que trabalha com madeira.",0,0,0,2026-02-04T12:32:31.989444+00:00,Navigated to https://www.redecaetano.com; Clicked on 'Madeireira (Tatuí)' department; Navigated back to homepage; Scrolled down homepage multiple times; Extracted all text from the page
Andorra Madeiras - Sao Jose dos Campos,https://www.andorramadeiras.com.br/,painel de madeira pinus,FOUND,"Empresa encontrada, mas não há informações específicas sobre painéis de madeira pinus.",yes,unknown,0,80,35,"Andorra Madeiras. Categorias: Chapeados, Telhados, Portas, Esquadrias, Pisos e rodapés, Forros, Ferragens, Tintas e Vernizes, Decoração Interna, Decoração Externa, Ferramentas, Diversos.","Categorias como Chapeados, Pisos e rodapés, Forros sugerem o uso de madeira.",0,0,0,2026-02-04T12:32:43.102916+00:00,Navigated to https://www.andorramadeiras.com.br/; Clicked 'Ver todos os produtos'; Waited for page load; Extracted product categories from https://www.andorramadeiras.com.br/produtos.html
Caetano Materiais Para Construcao - Itapetininga,https://www.redecaetano.com/loja-12-materiais-para-construcao-itapetininga/,painel de madeira pinus,FOUND,"Empresa possui departamento de Madeireira, indicando trabalho com madeira. Não há menção específica a painéis de madeira pinus.",yes,unknown,0,80,35,Departamentos: Madeireira,"A empresa possui um departamento de 'Madeireira', o que indica que trabalham com madeira. Não foram encontradas informações específicas sobre painéis de madeira pinus.",0,0,0,2026-02-04T12:34:00.048058+00:00,Navigated to https://www.redecaetano.com/loja-12-materiais-para-construcao-itapetininga/; Scrolled down the page to reveal content.; Scrolled down the page again.; Extracted department information including 'Madeireira'.
Abatex Industria E Comercio Ltda - Carapicuiba,https://www.abatex.com.br,DESCRITIVO TÉCNICO,FOUND,"A empresa trabalha com madeira aglomerada, mas não há menção específica de painéis de madeira pinus.",yes,unknown,0,80,35,"Painéis cegos duplos de madeira aglomerada de 15 mm;
Folhas de porta de madeira aglomerada;",Madeira aglomerada,0,0,0,2026-02-04T12:34:38.467347+00:00,Navigated to https://www.abatex.com.br; Clicked on 'Produtos'; Scrolled down to 'DESCRITIVO TÉCNICO'; Extracted technical description
Abarca Moveis - Poa,https://www.abarcamoveis.com.br/,painel de madeira pinus,FOUND,"Empresa trabalha com madeira, MDF e MDP. Não há menção explícita a painéis de pinus.",yes,unknown,0,80,35,"- **Wood:** Mentioned in the context of ""cortes de madeira"" (wood cuts) and ""Madeira maciça"" (solid wood). - **Pine:** Not explicitly mentioned. - **Pine panels:** Not explicitly mentioned. - **Carpentry:** The term ""marcenaria"" (carpentry/woodworking) is used multiple times, indicating its importance in the manufacturing process. The factory has ""novas instalações de serralheria e marcenaria"" (new locksmithing and carpentry facilities) and sofas are made by ""marceneiros"" (carpenters). - **Solid wood:** Mentioned as ""Madeira maciça"". - **MDF:** Mentioned as a material used: ""MDF"". - **MDP:** Mentioned as a material used: ""MDP"".","A empresa utiliza madeira maciça, MDF e MDP em sua fabricação. A marcenaria é uma parte importante do processo.",0,0,0,2026-02-04T12:39:51.067650+00:00,Navigated to https://www.abarcamoveis.com.br/; Clicked on 'PORTFÓLIO'; Scrolled down the 'PORTFÓLIO' page; Extracted content from 'PORTFÓLIO' page (no relevant info); Navigated back to homepage; Scrolled down homepage; Clicked on 'FÁBRICA'; Extracted information from 'FÁBRICA' page
Caetano Materiais Para Construcao - Tatui,https://www.redecaetano.com,painel de madeira pinus,NOT_FOUND,"A empresa trabalha com madeira, mas não foram encontrados produtos específicos de painel de madeira pinus.",yes,unknown,0,80,35,"Tudo em madeira para sua construção. Venha já conferir! madeira de lei é na Madeireira Caetano. Diversos produtos: Vigas, Caibros, Ripas, Testeiras, Forros, Tamanhos específicos","Vigas, Caibros, Ripas, Testeiras, Forros, Madeira de lei.",0,0,0,2026-02-04T12:46:42.800591+00:00,Navigated to https://www.redecaetano.com; Clicked on 'Madeireira (Tatuí-SP)' department; Extracted content from https://www.redecaetano.com/madeireira-tatui/
Comercial Mato Dentro - Ubatuba,https://madeireiramatodentro.com,painel de madeira pinus,FOUND,"A empresa trabalha com madeira ('ampla variedade de madeiras'), mas não foram encontradas informações específicas sobre painéis de madeira pinus nesta página. A página exibe informações de contato e avaliações de clientes.",yes,unknown,0,80,35,ampla variedade de madeiras,Ampla variedade de madeiras.,0,0,0,2026-02-04T12:50:38.975754+00:00,"Navigated to https://madeireiramatodentro.com; Scrolled down 5 times (approx. 8000px); Checked for product information, categories, and specific mentions of pine wood panels."
Capital Humano Obras E Servicos Urbanos Ltda - Campinas,https://chengenharia.com.br/,painel de madeira pinus,FOUND,"Empresa encontrada. Trabalha com carpintaria, indicando trabalho com madeira, mas não foram encontrados detalhes específicos sobre painéis de pinus.",yes,unknown,0,80,35,Atuação: Carpintaria,Serviços de carpintaria mencionados.,0,0,0,2026-02-04T13:00:09.732305+00:00,Navigated to https://chengenharia.com.br/; Accepted cookies; Scrolled down multiple times; Clicked on 'Projetos'; Clicked on 'Realizados'; Scrolled down multiple times on the 'Realizados' page
Euroquadros Industria Importacao E Exportacao Ltda - Roseira,https://grupoeuroquadros.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações específicas sobre painéis de madeira de pinus. A empresa trabalha com madeira, conforme indicado pela categoria 'Moldura em Madeira', mas detalhes sobre pinus não foram encontrados.",yes,unknown,0,80,35,Moldura em Madeira,A empresa trabalha com molduras em madeira.,0,0,0,2026-02-04T13:00:48.781044+00:00,Navigated to https://grupoeuroquadros.com.br/; Clicked on 'Produtos'; Accepted cookies; Scrolled down 7.5 pages in total; Identified 'Moldura em Madeira' category
Arboris Montagem De Moveis - Sao Bernardo do Campo,https://arborismovelaria.com.br/,painel de madeira pinus,NOT_FOUND,Informações específicas sobre painéis de madeira pinus não foram encontradas no site.,yes,unknown,0,80,35,"Na Arboris, a beleza natural da madeira é utilizada na criação de móveis sob medida. A excelência está presente em cada detalhe, desde a seleção cuidadosa dos materiais até a execução impecável.",A empresa trabalha com madeira.,0,0,0,2026-02-04T13:03:34.274744+00:00,"Navigated to https://arborismovelaria.com.br/; Scrolled down to find information about materials.; Extracted information from 'About Us' section confirming use of wood.; Scrolled down multiple times to find mentions of pine wood panels, but none were found."
All In Moveis Planejados - Salto de Pirapora,http://www.allinmoveisplanejados.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeiras de procedência legal, mas não há menção específica sobre painéis de madeira pinus.",yes,unknown,0,80,35,"A All In Móveis Planejados leva seus valores éticos a sério. Sempre visando a satisfação do cliente, trabalhamos com a mais alta qualidade em madeiras de procedência legal, garantindo assim uma qualidade nos resultados finais esperados e, ainda assim, contribuindo para a sustentabilidade ambiental.",Trabalha com madeiras de procedência legal.,0,0,0,2026-02-04T13:04:36.734838+00:00,Navigated to http://www.allinmoveisplanejados.com.br/; Clicked on 'Portifólio'; Scrolled down the 'Portifólio' page; Extracted text from 'Portifólio' page; Attempted search on DuckDuckGo (failed due to timeout); Navigated to http://www.allinmoveisplanejados.com.br/ again; Clicked on 'Sobre Nós'
Comercio De Madeiras Nalessio Ltda - Piracicaba,https://nalessio.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações específicas sobre painéis de madeira pinus no site. Os links 'Ver Catalogo' direcionam para uma página irrelevante (Linktree) e as informações visíveis na página principal não detalham este produto.,yes,unknown,0,80,35,"Atendemos consumidores, construtores e profissionais da área com soluções sob medida em madeira, aço e alumínio.","Madeira, Aço e Alumínio",0,0,0,2026-02-04T13:04:57.835877+00:00,Navigated to https://nalessio.com.br/; Clicked 'Produtos'; Clicked 'Ver Catalogo' (led to Linktree); Navigated back; Scrolled down; Clicked 'Ver Catalogo' (led to Linktree); Navigated back; Scrolled down; Clicked 'Ver Catalogo' (led to Linktree); Navigated back; Scrolled down
Tintas Mc - Morro Agudo,https://www.tintasmclojas.com.br/morro-agudo-sp/,painel de madeira pinus,FOUND,"Informações sobre madeira encontradas, mas não sobre painéis de pinus especificamente.",yes,unknown,0,80,35,"Massa corrida, Massa acrílica, Seladores, Massa para Madeira, Fundo preparador e mais!","A empresa oferece ""Massa para Madeira"", indicando que trabalham com produtos para madeira.",0,0,0,2026-02-04T13:11:35.348608+00:00,Navigated to https://www.tintasmclojas.com.br/morro-agudo-sp/
Bra Rewoods Industrial Importacao E Exportacao Ltda. - Taboao da Serra,https://rewood.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira de engenharia, mas não foram encontrados detalhes sobre painéis de pinus específicos.",yes,unknown,0,80,35,"Soluções Estruturais em Madeira Engenheirada. Projetamos e trazemos à vida suas ideias em madeira engenheirada. A madeira é, e sempre será, um símbolo da modernidade e o futuro está no caminho dos materiais renováveis, que não exigem energia artificial para sua produção: o sol faz todo o trabalho.","A empresa trabalha com madeira engenheirada, focando em soluções estruturais e materiais renováveis.",0,0,0,2026-02-04T13:14:49.521622+00:00,"Navigated to https://rewood.com.br/; Accepted cookies; Scrolled down the page; Extracted page content for keywords 'madeira', 'pinus', 'pine', 'painel'."
Emgisa - Ilha Solteira,https://www.energisa.com.br,painel de madeira pinus,ERROR,Acesso negado ao site. Não foi possível verificar se a empresa trabalha com madeira ou painéis de pinus.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-02-04T12:21:05.017986+00:00,Attempted to navigate to https://www.energisa.com.br but received an 'Access Denied' error.
Fam Estruturas E Esquadrias Metalicas Ltda - Sao Paulo,https://www.famsteel.com.br,painel de madeira pinus,ERROR,Erro do servidor (503 UNAVAILABLE) impediu a exploração completa do site. Nenhuma informação sobre produtos de madeira ou painéis de pinus foi encontrada nas seções exploradas.,unknown,unknown,0,30,35,"Erro do servidor (503 UNAVAILABLE) ao tentar acessar a página 'FÁBRICA'. As seções exploradas ('EMPRESA', 'QUALIDADE', 'ATUAÇÃO', 'OBRAS', 'FÁBRICA') detalham exclusivamente a fabricação de estruturas metálicas.",O site foca exclusivamente em estruturas metálicas. Não há menção de madeira ou painéis de pinus.,0,0,0,2026-02-04T12:22:19.605136+00:00,Navigated to https://www.famsteel.com.br; Scrolled down; Clicked 'EMPRESA'; Scrolled down; Navigated back; Clicked 'QUALIDADE'; Clicked 'ATUAÇÃO'; Scrolled down; Clicked 'OBRAS'; Clicked 'FÁBRICA'; Scrolled down - 503 UNAVAILABLE error
