nm_empresa,website_url,run_at,product_category,product_name,materials,is_wood_related,mentions_pinus,source_hint
Artimec- Mecanismos Articulados Ltda - Garibaldi,https://www.artimec.com.br,2026-01-26T18:03:31.573655+00:00,,Base Giratória para Banqueta Trapezoidal,Wood,yes,no,Base Giratória para Banqueta Trapezoidal
Artimec- Mecanismos Articulados Ltda - Garibaldi,https://www.artimec.com.br,2026-01-26T18:03:31.573655+00:00,,Argola avulsa,Wood,yes,no,Argola avulsa
Artimec- Mecanismos Articulados Ltda - Garibaldi,https://www.artimec.com.br,2026-01-26T18:03:31.573655+00:00,,Base Giratória para Banqueta Pirâmide,Wood,yes,no,Base Giratória para Banqueta Pirâmide
Atelie Pisos E Revestimentos - Porto Alegre,https://atelierevestimentos.com.br/,2026-01-26T18:16:49.018495+00:00,Pisos,Piso Madeira Maciça,Madeira Maciça (Solid Wood),yes,no,Piso Madeira Maciça
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Lumier,,yes,no,Lumier
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Luminum,Álamo (Poplar),yes,no,Luminum
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,Modulados,Modulada (Modulados),,yes,no,Modulada (Modulados)
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Originale,Carvalho (Oak),yes,no,Originale
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Qualitá,Carvalho (Oak),yes,no,Qualitá
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Autes,,yes,no,Autes
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Complementos,,yes,no,Complementos
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Eleganza,,yes,no,Eleganza
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Imperium,,yes,no,Imperium
Belmax Industria De Moveis Ltda - Bento Goncalves,http://www.belmaxmoveis.com.br,2026-01-26T18:25:04.776453+00:00,,Inovatto,Ébano (Ebony),yes,no,Inovatto
Bertolini S/A - Bento Goncalves,https://www.bertolini.com.br/,2026-01-26T18:32:47.260055+00:00,Móveis,Móveis Planejados de Alto Padrão,MDF,yes,no,Evviva
Cendron Industria De Moveis E Esquadrias Ltda - Cotipora,http://www.esquadriascendron.com.br,2026-01-26T18:22:40.402538+00:00,,Madecen Esquadrias,Wood,yes,no,Madecen Esquadrias
Cendron Industria De Moveis E Esquadrias Ltda - Cotipora,http://www.esquadriascendron.com.br,2026-01-26T18:22:40.402538+00:00,,Padrões de Madeira,Wood,yes,no,Padrões de Madeira
Centenaro Cavacos Ltda. - Triunfo,https://centenarocavacos.com.br/,2026-01-26T18:13:47.163175+00:00,Resíduos de madeira,CAVACO DE MADEIRA,Madeira,yes,no,Serviços/Produtos page
Centenaro Cavacos Ltda. - Triunfo,https://centenarocavacos.com.br/,2026-01-26T18:13:47.163175+00:00,Lenha ecológica,BRIQUETE DE MADEIRA,Madeira,yes,no,Serviços/Produtos page
Centerplaster Produtos Para Construcao Ltda - Porto Alegre,https://centerplaster.com.br/,2026-01-26T18:17:27.746180+00:00,,Painel Wall,madeira,yes,no,Search results for 'madeira' on centerplaster.com.br
Cimab,https://b2brazil.com.br/hotsite/cimab/,2026-01-26T17:26:26.193314+00:00,"Madeira tratada para energia, telecomunicações e construção",POSTOS DE EUCALYPTUS-CCA TRATADO,Eucalipto tratado (CCA),yes,no,Nossos produtos
Cofercan - Canoas,cofercan.com.br,2026-01-26T18:26:59.627130+00:00,,Pregos,Metal,yes,no,extracted_content_0.md
Cofercan Comercial De Ferros - Esteio,https://cofercan.com.br,2026-01-26T18:40:30.694674+00:00,,Pregos,Metal,yes,no,Pregos
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular kitchens,Kitchen Larissa TX / Corazi / Nordic Trend,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular kitchens section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular kitchens,Kitchen Larissa TX / Green Jade,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular kitchens section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular kitchens,Kitchen Larissa TX / Linho / Piombo,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular kitchens section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular kitchens,Kitchen Larissa TX / Green Jade / Serene Blue,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular kitchens section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular kitchens,Kitchen Larissa TX / Graphite,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular kitchens section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Rack,Rack Corazi / Green Jade,MDF (implied by 100% MDF sticker on similar product image),yes,no,Rack section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line TX / Avelan,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line TX / Green Jade / Serene blue,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line TX / Linho / Graphite,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line Cristalo / Nordic Trend,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line TX / Piombo,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line Cristalo / Corazi,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Modular bedroom,Modular line Cristalo / Cristalo,MDF (implied by 100% MDF sticker on similar product image),yes,no,Modular bedroom section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Sliding doors,Wardrobe Sliding doors TX / Carvalho Latino 2 doors,Carvalho Latino,yes,no,Sliding doors section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Sliding doors,Wardrobe Sliding doors TX / Carvalho Latino 3 doors,Carvalho Latino,yes,no,Sliding doors section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Sliding doors,Sliding doors line Avelan,Avelan,yes,no,Sliding doors section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Sliding doors,"Line Cooper Sliding doors, bedside tables Freijó",Freijó,yes,no,Sliding doors section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Sliding doors,Line Sliding doors Teka / Blue,Teka,yes,no,Sliding doors section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Sliding doors,Line Sliding doors Cristalo / Nordic Trend,Nordic Trend,yes,no,Sliding doors section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Line Cooper,Wardrobes 1702-1702A | Bedside table,Unknown,yes,no,Line Cooper section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bench line,Bench TX / Green Jade,Green Jade,yes,no,Bench line section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1710 Avelan / White / Cristalo,"Avelan, White, Cristalo",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1809 Avelan / White / Cristalo,"Avelan, White, Cristalo",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside tables 1220 e 1230 Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1212 Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1243 Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1232 Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1242 Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside table 1213 Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Coopeca-Moveis - Caxias do Sul,http://www.coopecamoveis.com.br,2026-01-26T17:49:31.201421+00:00,Bedside tables,Bedside tables Teka / Green Jade,"Teka, Green Jade",yes,no,Bedside tables section
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Concept,"MDF (implied by decorative panels like Ornamento and Muxarabi, inspired by natural elements)",yes,no,https://www.dalmobile.com.br/pt/linhas#concept
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Open Long,"Not specified, described as floor-to-ceiling cabinet system with industrial aesthetic and refined finishes.",yes,no,https://www.dalmobile.com.br/pt/linhas#openlong
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Open Fit,"Not specified, uses a rack system for customization.",yes,no,https://www.dalmobile.com.br/pt/linhas#openlong
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Pocket Door,Sliding doors.,yes,no,https://www.dalmobile.com.br/pt/linhas#openlong
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Door,Sliding and swing doors.,yes,no,https://www.dalmobile.com.br/pt/linhas#openlong
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Faces,"MDF, personalized doors and fronts with designs.",yes,no,https://www.dalmobile.com.br/pt/linhas#openlong
Dal Mobile Ltda - Bento Goncalves,https://www.dalmobile.com.br/,2026-01-26T17:59:59.996272+00:00,,Vértigo,"Slatted panels, BP patterns.",yes,no,https://www.dalmobile.com.br/pt/linhas#openlong
Delei Madeiras - Porto Alegre,https://www.deleimadeiras.com.br/,2026-01-26T17:47:21.305939+00:00,Chapas,Chapas de MDF e derivados,"MDF, derivados",yes,no,Produtos
Delei Madeiras - Porto Alegre,https://www.deleimadeiras.com.br/,2026-01-26T17:47:21.305939+00:00,Compensados,Compensados naval,Compensado naval,yes,no,Materiais para Marcenaria e Montagem de Móveis
Delei Madeiras - Porto Alegre,https://www.deleimadeiras.com.br/,2026-01-26T17:47:21.305939+00:00,Painéis,Multilaminado,Multilaminado,yes,no,Materiais para Marcenaria e Montagem de Móveis
Delei Madeiras - Porto Alegre,https://www.deleimadeiras.com.br/,2026-01-26T17:47:21.305939+00:00,Madeira,Sarrafeado,Sarrafeado,yes,no,Materiais para Marcenaria e Montagem de Móveis
Delei Madeiras - Porto Alegre,https://www.deleimadeiras.com.br/,2026-01-26T17:47:21.305939+00:00,Acabamentos,Fitas de borda,"PVC, ABS",yes,no,Acabamentos e revestimentos
Delei Madeiras - Porto Alegre,https://www.deleimadeiras.com.br/,2026-01-26T17:47:21.305939+00:00,Revestimentos,Lâminas naturais,Lâminas naturais,yes,no,Acabamentos e revestimentos
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painéis,Painéis e Chapas de Madeira,Madeira,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painéis,Ripados,Madeira,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Chapas,Chapa Eucaplac,Fibra de Madeira,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Chapas,Chapa Eucadur,Fibra de Madeira,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Chapas,Eucadur Perfurado,Madeira Perfurada,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP BP Grafis,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP BP TX Premium,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP BP Matt Soft,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP BP Natural Wood,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP BP Poro Supermatt,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDF,MDF BP Grafis,MDF,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDF,MDF BP Raízes,MDF,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDF,MDF BP Matt Soft,MDF,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDF,MDF BP Poro Supermatt,MDF,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP Lacca AD,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDF,MDF Lacca AD,MDF,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP Perffect One,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP Perffect Wood,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,MDP Perffect Touch,MDP,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDP,Madeira Oak - MDP Perffect Wood,"MDP, Madeira Oak",yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Painel de Madeira MDF,Painel MDF BP Eucatex,MDF,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Verniz,Eucatex Verniz Tingidor Premium,Madeira,yes,no,Search results
Ectx Bento Goncalves - Bento Goncalves,https://www.eucatex.com.br,2026-01-26T17:27:31.886765+00:00,Stain,Eucatex Stain Protetor Premium,Madeira,yes,no,Search results
