nm_empresa,website_url,query,status,message_pt,works_with_wood,works_with_pine_panel,pine_panel_flag,confidence_wood,confidence_pine_panel,evidence_snippet,materials_summary,item_count_total,item_count_wood_related,item_count_mentions_pinus,run_at,attempts
Intercroma S/A - Sao Bento do Sul,https://www.intercroma.com/,painel de madeira pinus,FOUND,Informações sobre madeira e painéis de pinus encontradas.,yes,yes,1,95,100,"MADEIRA SERRADA, PAINÉIS E MÓVEIS
Extraímos de forma sustentável os pinus nos estados do Paraná e Santa Catarina, garantindo fornecimento constante dos produtos aos nossos clientes.
ESPESSURA
15/16/22/25/28/32/
38/50/80/100mm
LARGURA
75/95/100/125/150 mm
COMPRIMENTO
900/1016/1100/1200/1300/2400/3000/
4000mm","A empresa trabalha com madeira serrada, painéis e móveis, extraindo pinus de forma sustentável. As dimensões dos produtos incluem espessuras de 15 a 100mm, larguras de 75 a 150mm e comprimentos de 900 a 4000mm. Outras dimensões estão disponíveis sob consulta.",3,3,3,2026-01-15T13:21:25.457502+00:00,Navigated to https://www.intercroma.com/; Accepted cookie consent; Clicked on 'Saiba mais' for wood export; Extracted product information from the 'madeira' page.
Hence Do Brasil - Forquilhinha,https://www.hence.com.br,painel de madeira pinus,FOUND,Informações sobre madeira e painéis de pinus encontradas.,yes,yes,1,95,100,"Elliottis pine is the main softwood use to craft unique HENCE standard collection doors. All timber components are made from selected fully seasoned solid pine timber. Nevertheless, any other softwood or hardwood species may be considered to satisfy customer made requirement.","A empresa utiliza pinus Elliottis como principal madeira macia para a fabricação de suas portas, com componentes de madeira maciça de pinus selecionada e devidamente seca.",3,3,3,2026-01-15T13:29:29.889386+00:00,Navigated to hence.com.br; Clicked on 'Products'; Extracted information from the products page
Madeiras Lega Ltda - Herval d'Oeste,https://madeiraslega.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira, especificamente pinus. Oferecem produtos como Roliços e Cabos de Madeira, Estrados de Cama e Madeiras aplainadas e pré-cortadas, indicando que trabalham com painéis de madeira de pinus.",yes,yes,1,95,100,"Há mais de 30 anos, transformamos o pinus em soluções que inspiram confiança e impulsionam negócios.",Pinus wood,3,3,3,2026-01-15T13:48:00.744804+00:00,Navigated to https://madeiraslega.com.br/; Accepted cookie consent; Extracted product categories and mentions of wood/pinus from the homepage.
Moveis Paulo Ltda - Sao Bento do Sul,https://www.moveispaulo.ind.br/,painel de madeira pinus,FOUND,Empresa trabalha com madeira de pinus.,yes,yes,1,95,100,Produtos de madeira oriunda de reflorestamento de pinus. Aparador Grande com 2 Gavetas Veneza em Pinus. Aparador Pequeno com 1 Gaveta Veneza em Pinus. Conjunto Mesa e 6 Cadeiras York em Pinus.,Aparadores e conjuntos de mesa e cadeiras feitos predominantemente de Pinus.,5,3,3,2026-01-15T14:01:58.442385+00:00,Navigated to https://www.moveispaulo.ind.br/; Extracted product details from the homepage.
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e pinus encontradas.,yes,yes,1,100,97,The company's tagline mentions 'Produzindo derivados de madeira'. The products page lists 'Pine Beams' and 'Pine Panel'.,"A empresa trabalha principalmente com madeira. Alguns produtos mencionam especificamente MDF (um composto de madeira) e Pinus. Para alguns produtos, como 'Barcode / Propak', o material específico não é mencionado.",20,19,2,2026-01-15T12:42:26.824439+00:00,Navigated to https://madesp.ind.br/; Clicked on 'Produtos'; Scrolled down the products page; Extracted product information
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e pinus encontradas.,yes,yes,1,100,97,"Madeiras que Fazem a Diferença
  Eucalipto Beneficiado, Roliço e Bruto, Armações Pronta.  
  Pínus Beneficiado e Bruto, Tratamento de Madeiras e muito mais...

Projete seu ambiente com  
  Madeiras FJF e garanta qualidade e acabamento em sua obra.","A empresa trabalha com Eucalipto (Beneficiado, Bruto, Roliço) e Pinus (Beneficiado, Bruto). Também oferece armações prontas e tratamento de madeiras.",6,6,2,2026-01-15T13:31:01.895841+00:00,Navigated to https://madeirasfjf.com.br/site/; Extracted content from the page.
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,yes,1,100,91,Madeira Serrada de Pinus Especificações e dimensões conforme especificações do cliente. Painel de Madeira,"Wood, Pine Wood, Eucalyptus Wood, Plywood",9,9,1,2026-01-15T13:37:44.392527+00:00,Navigated to https://www.fortexport.com.br/; Clicked 'VEJA NOSSOS PRODUTOS'; Analyzed products page for wood and pine wood panel information.
Ultrapiso Industria Comercio E Importacao Ltda - Balneario Camboriu,https://ultrapiso.com.br,Determinar se a empresa trabalha com madeira e especificamente painéis de madeira de pinho (Pinus/pine).,FOUND,"A empresa trabalha com pisos de madeira (engenharia e sólida) e pisos laminados. Há uma menção a 'golden pine' em um nome de arquivo de imagem para piso laminado, sugerindo que eles podem trabalhar com painéis de madeira de pinho.",yes,yes,1,95,91,"Piso Laminado: Laminado de Madeira. The image filename ""4032271122545_laminate_verona_golden_pine_1"" suggests a ""Verona Golden Pine"" laminate option.",A empresa oferece pisos de madeira (engenharia e sólida) e pisos laminados. Um dos pisos laminados mencionados em um nome de arquivo de imagem é 'Verona Golden Pine'.,3,3,1,2026-01-15T13:28:52.468925+00:00,Navigated to ultrapiso.com.br; Scrolled down to reveal more content; Extracted initial information about wood and laminate flooring; Accepted cookie consent; Clicked 'Leia Mais' for 'Piso Laminado'; Navigated back to the homepage; Extracted details about 'Piso de Madeira' (Engineered and Solid); Extracted details about 'Piso Laminado'
Mow Brazil Co Ltda - Navegantes,https://mowbrazil.com/pt/#lumber,painel de madeira pinus,FOUND,"Empresa trabalha com madeira, incluindo Pinus.",yes,yes,1,90,91,"A MOW Brazil é uma empresa especializada em madeira serrada de reflorestamento sustentável (Pinus & Eucalyptus). Qualidade, sustentabilidade e confiabilidade são os valores que nos orientam para garantir a satisfação de nossos clientes. Ampla experiência no setor florestal brasileiro e logística internacional, reforça nossa capacidade de construir conexões comerciais globais sustentáveis, entregando valor e qualidade em todo o mundo.

MADEIRA SERRADA
Florestas plantadas bem manejadas para garantir sustentabilidade e a melhor qualidade aos nossos clientes.

PINUS ELIOTTI/TAEDA
A MOW Brasil é uma empresa especializada em madeira serrada de reflorestamento sustentável (Pinus & Eucalyptus). Qualidade, sustentabilidade e confiabilidade são os valores.","Pinus Eliotti/Taeda, Eucalipto Saligna/Grandis",2,2,1,2026-01-15T12:54:30.218892+00:00,Navigated to https://mowbrazil.com/pt/; Clicked on 'MADEIRA SERRADA'; Extracted information from https://mowbrazil.com/pt/#lumber
Herli Moveis - Rio Negrinho,https://herli.com.br/pt,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e pinus encontradas.,yes,yes,1,90,91,"ARMÁRIO COM MOLDURA FRONTAL: Estrutura frontal de madeira de pinho maciça (38 mm (1-1/2”) de largura, 18 mm (3/4”) de espessura); Caixa de gaveta com junta de cauda de andorinha de 5/8” de espessura, madeira de pinho maciça na cor natural.","A Herli Moveis utiliza contraplacado, MDF e madeira maciça em seus produtos. Um dos produtos menciona especificamente madeira de pinho maciça.",2,2,1,2026-01-15T13:24:26.037244+00:00,Navigated to https://herli.com.br/pt; Scrolled down multiple times; Clicked on 'cabinetry'; Extracted product details from 'ARMÁRIO SEM MOLDURA FRONTAL' and 'ARMÁRIO COM MOLDURA FRONTAL'
Maderil Madereira Beira Rio Ltda - Ararangua,https://mbeirario.com.br,painel de madeira pinus,FOUND,Empresa trabalha com painéis de madeira pinus.,yes,yes,1,85,91,"Produzimos Painéis colado de Pinus taeda / elliottii, calibrado (lixado), com 12% de umidade sendo de lamina solida ou/e de finger jointed.","Painéis colados de Pinus taeda / elliottii, calibrados, com 12% de umidade, de lâmina sólida e/ou finger jointed.",1,1,1,2026-01-15T12:22:27.839328+00:00,Navigated to https://mbeirario.com.br; Clicked on 'Produtos'; Clicked on 'PAINÉIS'
Madepar Industria E Comercio De Madeiras Ltda - Lages,https://www.madepardoors.com/,painel de madeira pinus,FOUND,Informações encontradas sobre o trabalho com madeira e painéis de pinus.,yes,yes,1,85,91,"Atualmente, 2.361,96 ha são de áreas certificadas FSC®, onde, 1.145,71 ha são de reflorestamento (Pinus spp. e Eucalyptus spp.)...",A empresa atua na atividade florestal com áreas de reflorestamento de Pinus spp. e Eucalyptus spp. Possui áreas certificadas FSC®.,1,1,1,2026-01-15T12:29:13.104799+00:00,Navigated to https://www.madepardoors.com/; Clicked on 'Florestas' link.; Extracted information from the 'Florestas' page.
Mow Brazil Ltda - Itajai,https://mowbrazil.com/pt/,painel de madeira pinus,FOUND,"Empresa trabalha com madeira de reflorestamento sustentável, incluindo Pinus.",yes,yes,1,85,91,"PINUS ELIOTTI/TAEDA MOW Brazil is a company specialized in sawn wood from sustainable reforestation (Pine & Eucalyptus). Quality, sustainability and reliability are the values .",Madeira de reflorestamento sustentável (Pinus e Eucalipto).,1,1,1,2026-01-15T12:47:53.252123+00:00,Navigated to https://mowbrazil.com/pt/; Clicked on 'LUMBER' link; Scrolled down the page; Extracted information about PINUS ELIOTTI/TAEDA
Dissenha Florestal Ltda - Porto Uniao,https://www.dissenhaflorestal.com.br/,painel de madeira pinus,FOUND,"A Dissenha Florestal Ltda possui atividades relacionadas a madeira, com foco em reflorestamento de Pinus e Eucalipto. Historicamente, a empresa foi uma grande produtora de chapas de compensado (plywood), indicando trabalho com madeira, incluindo painéis. A menção a 'pinus taeda' e 'pinus' em geral confirma o trabalho com essa madeira específica.",yes,yes,1,85,91,"Ao final da década de 70, iniciou a exportação de chapas de compensado, firmando-se como fornecedor e parceiro comercial de empresas em vários países. Foi umas das principais produtoras brasileiras de compensado destinado ao setor moveleiro e construção civil. A Dissenha Florestal, possui Viveiro Florestal próprio, tendo como principal espécie reflorestada o pinus taeda. Reflorestamento e manejo florestal de Pinus, Eucalipto e cultivo de Erva-Mate.","Pinus, Eucalipto, Madeira (Plywood)",1,1,1,2026-01-15T12:53:12.286209+00:00,"Navigated to https://www.dissenhaflorestal.com.br/ and extracted information.; Analyzed extracted content for keywords related to wood, pine, and panels."
Rosina Portas Ltda,https://rosinadoors.com,painel de madeira pinus,FOUND,Empresa trabalha com madeira e especificamente pinus reflorestado.,yes,yes,1,85,91,"A preocupação da empresa com a qualidade das portas fabricadas começa mesmo antes de a matéria-prima ser trazida para a fábrica. Controlando constantemente a origem da madeira utilizada, a Rosina Portas garante um produto de alta qualidade, de acordo com as exigências dos mais diversos mercados. Todo esse controle e preocupação com o produto resultam em portas altamente resistentes e duráveis.

As portas da Rosina são fabricadas com precisão, qualidade e em variedade para satisfazer cada mercado necessidades. Bonitas, duráveis e prontas para o processo de acabamento, são produzidas com pinheiros reflorestados, observando estritamente as regras de preservação ambiental do mundo.","A empresa utiliza pinheiros reflorestados na fabricação de suas portas, com certificação FSC® que atesta o manejo responsável das florestas.",1,1,1,2026-01-15T12:54:38.438372+00:00,Navigated to https://rosinadoors.com and extracted information from the 'QUALIDADE' and 'Portas sustentáveis' sections.
Cs Amurel - Tubarao,https://www.csamurel.com.br,painel de madeira pinus,FOUND,Empresa trabalha com madeira reflorestada em pinus e eucaliptus.,yes,yes,1,85,91,Casas populares de madeiras reflorestadas em pinus e eucalyptus,Madeira reflorestada em pinus e eucaliptus.,1,1,1,2026-01-15T13:14:25.289257+00:00,"Navigated to https://www.csamurel.com.br; Extracted initial information from homepage.; Navigated to https://www.csamurel.com.br/obras-realizadas/; Attempted to extract information from 'Obras Realizadas' page, but content was empty. Found relevant information in visible text."
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,yes,1,85,91,"Estrutura da obra:
*   **Product:** Madeiras, **Category:** Estrutura da obra, **Materials:** Wood, Pinus, Pine","A empresa oferece 'Madeiras' na categoria 'Estrutura da obra', especificamente mencionando 'Wood, Pinus, Pine'.",75,1,1,2026-01-15T13:16:27.139625+00:00,Navigated to https://construcaofavaretto.com.br; Clicked on 'Nossos produtos'; Scrolled down the page; Extracted product information
Brasnile Pellets Ltda - Tres Barras,https://www.brasnile.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira, especificamente com compensados e lâminas de pinus e eucalipto, provenientes de manejo sustentável.",yes,yes,1,85,91,"Em maio de 2003 na cidade de Três Barras-SC foi fundada a empresa Brasnile Industrial LTDA, que vem atendendo o mercado interno e externo com a venda de compensados e lâminas de pinus e eucalipto, buscando sempre a qualidade no trabalho e a satisfação dos seus clientes. [...] Nossa madeira é 100% proveniente de reflorestamento e manejo sustentável, em conformidade com as normas ambientais e sociais.","Compensados e lâminas de pinus e eucalipto, provenientes de reflorestamento e manejo sustentável.",1,1,1,2026-01-15T13:20:43.777138+00:00,Navigated to https://www.brasnile.com.br/; Clicked 'SOBRE' link; Extracted information from 'SOBRE' page
Madeireira Rodrigues,https://www.nereurodrigues.com.br,painel de madeira pinus,FOUND,"A Madeireira Rodrigues é uma exportadora de compensados de pinus, confirmando que trabalham com madeira e especificamente com painéis de pinus. A empresa é especializada na produção de chapas compensados de pinus de extrema qualidade.",yes,yes,1,85,91,"Especializada na produção de chapas compensados de pinus com de extrema qualidade, a empresa garante aos seus clientes a excelência de seus produtos, além da procedência legal e certificada da madeira utilizada.",A empresa é especializada na produção de chapas compensados de pinus.,1,1,1,2026-01-15T13:24:40.502407+00:00,Navigated to https://www.nereurodrigues.com.br and found information about pine plywood production.
Ibk - Massaranduba,https://ibk.ind.br/,painel de madeira pinus,FOUND,Informações sobre painel de madeira colada encontradas.,yes,yes,1,85,91,"Espécie: Eucalipto (Eucalyptus grandis), Pinus (Pinus taeda) e Teca (Tectona grandis)","Eucalipto, Pinus, Teca",1,1,1,2026-01-15T13:58:35.734727+00:00,Navigated to https://ibk.ind.br/; Clicked on 'Produtos'; Clicked on 'Quero saber mais' for 'Painel de madeira colada'
Serrabras Comercio De Madeiras Ltda - Rio Negrinho,https://www.serrabras.com/,painel de madeira pinus,FOUND,"A empresa Serrabras trabalha com madeira, especificamente com madeira serrada de Pinus Taeda KD. Há menção à produção de pallets e componentes de madeira, indicando que a empresa lida com produtos de madeira e pinus.",yes,yes,1,85,91,"A produção própria de pallets é comercializada através de uma empresa irmã que demanda em torno de 20.000 m³ de madeira mensalmente – um produto com qualidade garantida, feito de madeira serrada Pinus Taeda KD que justifica a confiança que nossos clientes nos depositam justamente por sermos os maiores produtores de pallets para o mercado brasileiro.","Madeira serrada de Pinus Taeda KD, utilizada na produção de pallets e componentes de madeira.",1,1,1,2026-01-15T14:05:32.720821+00:00,Navigated to https://www.serrabras.com/; Clicked on 'Sobre' link; Extracted information from 'Sobre a SerraBras' page
JL Corrêa Madeiras,https://jlcorreamadeiras.com.br,painel de madeira pinus,FOUND,"Empresa trabalha com madeira, incluindo Pinus Tratado.",yes,yes,1,85,91,"Angelim, Cambará, Eucalipto, Pinus Tratado, entre outras.","A empresa oferece uma variedade de madeiras, incluindo Angelim, Cambará, Eucalipto e Pinus Tratado.",1,1,1,2026-01-15T14:14:11.048076+00:00,Navigated to https://jlcorreamadeiras.com.br; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px
Irani Papel E Embalagem S.A. - Rio Negrinho,https://irani.com.br,painel de madeira pinus,FOUND,Empresa trabalha com derivados de pinus e produz chapas de papelão ondulado.,yes,yes,1,80,91,"Resinas Sustentáveis: Produzimos breu e terebintina, resinas sustentáveis de pinus que possuem grande versatilidade de aplicações em produtos como vernizes, tintas, adesivos e esmaltes. Extraímos resina de nossas florestas plantadas de pinus, manejadas de forma ecologicamente correta, socialmente justa e economicamente viável. Chapas de Papelão Ondulado Sustentável: Composições diversas, produzidas em paredes simples e dupla.",A empresa utiliza pinus para a produção de resinas (breu e terebintina) e também fabrica chapas de papelão ondulado.,2,1,1,2026-01-15T13:32:54.588184+00:00,Navigated to https://irani.com.br; Accepted cookies; Clicked on 'Produtos e Serviços'; Scrolled down the page; Attempted to interact with virtual assistant Flora (unsuccessful); Extracted page content
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e pinus encontradas.,yes,yes,1,100,85,"A linha Classic, vem com o clássico laminado em MDF. Tecnologia de origem alemã, ou seja, tecnologia mais avançada em pisos laminados do mercado.
Pratic
Category: Piso Laminado
Material: HDF
Wood-related: Yes
Mentions 'Pinus': No
Colors: ... Old Pine Plank, ...
Acustic
Category: Piso Laminado
Material: HDF
Wood-related: Yes
Mentions 'Pinus': No
Colors: ... Old Pine Plank, ...","A empresa oferece pisos laminados feitos de MDF e madeira. Alguns produtos mencionam 'Old Pine Plank', indicando trabalho com pinus.",19,17,0,2026-01-15T13:28:11.009506+00:00,https://espacoforropvc.com.br/; https://espacoforropvc.com.br/?page_id=2133
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeiras de pinus, conforme indicado no site. No entanto, os materiais específicos de cada produto listado não são detalhados.",yes,yes,1,100,85,Madeiras de Pinus,Madeiras de Pinus,9,9,0,2026-01-15T14:04:54.821060+00:00,Navigated to https://www.salamoni.com.br/; Clicked 'PRODUTOS'; Clicked 'CATÁLOGO DE PRODUTOS'; Extracted product information from https://www.salamoni.com.br/produtos/
Lg Madeiras Ltda - Araquari,https://lgmadeiras.com/,painel de madeira pinus,FOUND,Informações encontradas sobre a empresa e seus produtos relacionados a madeira e pinus.,yes,unknown,0,100,55,"Atuando no ramo madeireiro há 30 anos, a LG MADEIRAS, possui ampla experiência em reflorestamento de Eucalipto e Pinus. Um dos melhores fornecedores de madeira do Brasil. Nossa cultura sustentável auxilia no desenvolvimento local e no valor agregado da madeira para todos.","A empresa trabalha com reflorestamento de Eucalipto e Pinus, fornecendo madeira serrada para diversos fins, incluindo lâminas de Eucalipto e Pinus e madeira serrada de Pinus. Não há menção explícita de painel de madeira pinus.",4,4,2,2026-01-15T13:14:53.536996+00:00,Extracted information from https://lgmadeiras.com/ using query: 'painel de madeira pinus'.
Connexion Export - Imbituba,https://connexionexport.com.br/,painel de madeira pinus,FOUND,Empresa trabalha com toras e cavacos de eucalipto e pinus.,yes,unknown,0,85,55,"A exportação de toras de eucalipto e pinus é uma atividade econômica em crescimento no sul do Brasil, principalmente nos estados de Santa Catarina e Rio Grande do Sul. As toras de eucalipto e pinus são utilizadas como matéria-prima em indústrias madeireiras, de celulose, de construção civil e de energia. A exportação de cavacos de eucalipto e pinus é uma importante atividade econômica em países onde a produção de madeira é significativa.",Eucalipto e Pinus (Toras e Cavacos),2,2,2,2026-01-15T12:57:03.295257+00:00,Navigated to https://connexionexport.com.br/; Extracted information about Toras and Cavacos.
Rohden Portas E Artefatos De Madeira Ltda - Pouso Redondo,https://rohden.com/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (Portas de Madeira), mas não há menção específica a painéis de pinus.",yes,unknown,0,100,35,"O Grupo Rohden é referência na fabricação de portas, vidros e projetos sustentáveis. ""Portas de Madeira"" é uma categoria de produto listada no site.",A Rohden fabrica portas de madeira e outros produtos. Não há menção específica a painéis de pinus.,11,11,0,2026-01-15T12:28:12.031568+00:00,Navigated to https://rohden.com/; Attempted to click 'Portas de Madeira' multiple times.; Scrolled to 'Materiais' text.; Extracted page content due to inability to interact with 'Materiais' link.
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e painéis de pinus encontradas.,yes,unknown,0,100,35,"Molduras em barras: Amadeirado, Branco, Colorido, Dourado, Metalizado, Prata, Preto, Provençal, Rústico. Mature Decor: Ripados de Encaixe, Boiseries Mature, Rodapés Mature. 'Amadeirado' implica material semelhante a madeira. 'Ripados' e 'Rodapés' frequentemente são feitos de madeira ou materiais semelhantes.","A empresa oferece molduras com acabamento 'Amadeirado' (simulando madeira), e produtos como 'Ripados' e 'Rodapés' que são comumente feitos de madeira ou materiais semelhantes. Não há menção explícita a painéis de pinus.",10,5,0,2026-01-15T12:37:04.489795+00:00,Navigated to moldurarte.com.br; Clicked on 'Produtos'; Clicked on 'Molduras em barras'; Clicked on 'Listar todas'; Extracted product information from the list page.
