,nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
10,Klabin S.A. - Pouso Redondo,https://klabin.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e painéis de pinus encontradas.,yes,yes,1,100,100,Papel Kraftliner: Produzido a partir de uma mistura de fibras virgens de pinus e eucalipto. ... Papel-cartão: Utiliza fibras virgens de pinus e eucalipto. ... Sack Kraft: Feito de kraft natural.,"A Klabin fabrica produtos como Papel Kraftliner, Papel-cartão e Sack Kraft, que são feitos a partir de fibras de pinus e eucalipto. Estes produtos são utilizados em embalagens e outros fins industriais.",11,11,10,2026-01-15T12:48:01.397078+00:00,Navigated to https://klabin.com.br/; Clicked 'Negócios e Produtos'; Clicked 'Papel Kraftliner'; Scrolled down; Extracted info for Papel Kraftliner; Clicked 'Papel-cartão'; Scrolled down; Extracted info for Papel-cartão; Clicked 'Sack Kraft'; Scrolled down; Extracted info for Sack Kraft; Clicked 'Reciclados'; Scrolled down (page empty),Klabin S.A.,POUSO REDONDO,Santa Catarina,-27.25108628,-49.95565214
11,Klabin S.A. - Pouso Redondo,https://klabin.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e painéis de pinus encontradas.,yes,yes,1,100,100,Papel Kraftliner: Produzido a partir de uma mistura de fibras virgens de pinus e eucalipto. ... Papel-cartão: Utiliza fibras virgens de pinus e eucalipto. ... Sack Kraft: Feito de kraft natural.,"A Klabin fabrica produtos como Papel Kraftliner, Papel-cartão e Sack Kraft, que são feitos a partir de fibras de pinus e eucalipto. Estes produtos são utilizados em embalagens e outros fins industriais.",11,11,10,2026-01-15T12:48:01.397078+00:00,Navigated to https://klabin.com.br/; Clicked 'Negócios e Produtos'; Clicked 'Papel Kraftliner'; Scrolled down; Extracted info for Papel Kraftliner; Clicked 'Papel-cartão'; Scrolled down; Extracted info for Papel-cartão; Clicked 'Sack Kraft'; Scrolled down; Extracted info for Sack Kraft; Clicked 'Reciclados'; Scrolled down (page empty),Klabin S.A.,POUSO REDONDO,Santa Catarina,-27.25108628,-49.95565214
12,Klabin S.A. - Pouso Redondo,https://klabin.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e painéis de pinus encontradas.,yes,yes,1,100,100,Papel Kraftliner: Produzido a partir de uma mistura de fibras virgens de pinus e eucalipto. ... Papel-cartão: Utiliza fibras virgens de pinus e eucalipto. ... Sack Kraft: Feito de kraft natural.,"A Klabin fabrica produtos como Papel Kraftliner, Papel-cartão e Sack Kraft, que são feitos a partir de fibras de pinus e eucalipto. Estes produtos são utilizados em embalagens e outros fins industriais.",11,11,10,2026-01-15T12:48:01.397078+00:00,Navigated to https://klabin.com.br/; Clicked 'Negócios e Produtos'; Clicked 'Papel Kraftliner'; Scrolled down; Extracted info for Papel Kraftliner; Clicked 'Papel-cartão'; Scrolled down; Extracted info for Papel-cartão; Clicked 'Sack Kraft'; Scrolled down; Extracted info for Sack Kraft; Clicked 'Reciclados'; Scrolled down (page empty),Klabin S.A.,POUSO REDONDO,Santa Catarina,-27.25108628,-49.95565214
13,Sul America Industria De Molduras - Braco do Norte,https://www.sulamericamolduras.com.br,painel de madeira pinus,FOUND,Produtos relacionados a madeira e painéis de pinus encontrados.,yes,yes,1,100,100,"Painel Redondo de Pinus
Painel Pinus Fingado Clear
Painel Pinus Natural com Nó
Painel Pinus Solido Clear
Blanks - Pinus Fingado
Boards - Pinus Natural","A empresa trabalha com painéis de Pinus (Fingado, Natural, Redondo, Sólido Clear) e Eucaliptus (Fingado Clear).",7,7,6,2026-01-15T12:52:46.184676+00:00,Navigated to https://www.sulamericamolduras.com.br; Clicked on 'Produtos'; Clicked on 'VER PRODUTOS' under 'Painéis / Blanks / Boards'; Extracted product information from the page,Sul America Industria De Molduras,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
14,Sul America Industria De Molduras - Braco do Norte,https://www.sulamericamolduras.com.br,painel de madeira pinus,FOUND,Produtos relacionados a madeira e painéis de pinus encontrados.,yes,yes,1,100,100,"Painel Redondo de Pinus
Painel Pinus Fingado Clear
Painel Pinus Natural com Nó
Painel Pinus Solido Clear
Blanks - Pinus Fingado
Boards - Pinus Natural","A empresa trabalha com painéis de Pinus (Fingado, Natural, Redondo, Sólido Clear) e Eucaliptus (Fingado Clear).",7,7,6,2026-01-15T12:52:46.184676+00:00,Navigated to https://www.sulamericamolduras.com.br; Clicked on 'Produtos'; Clicked on 'VER PRODUTOS' under 'Painéis / Blanks / Boards'; Extracted product information from the page,Sul America Industria De Molduras,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
15,Sul America Industria De Molduras - Braco do Norte,https://www.sulamericamolduras.com.br,painel de madeira pinus,FOUND,Produtos relacionados a madeira e painéis de pinus encontrados.,yes,yes,1,100,100,"Painel Redondo de Pinus
Painel Pinus Fingado Clear
Painel Pinus Natural com Nó
Painel Pinus Solido Clear
Blanks - Pinus Fingado
Boards - Pinus Natural","A empresa trabalha com painéis de Pinus (Fingado, Natural, Redondo, Sólido Clear) e Eucaliptus (Fingado Clear).",7,7,6,2026-01-15T12:52:46.184676+00:00,Navigated to https://www.sulamericamolduras.com.br; Clicked on 'Produtos'; Clicked on 'VER PRODUTOS' under 'Painéis / Blanks / Boards'; Extracted product information from the page,Sul America Industria De Molduras,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
16,Sul America Industria De Molduras - Braco do Norte,https://www.sulamericamolduras.com.br,painel de madeira pinus,FOUND,Produtos relacionados a madeira e painéis de pinus encontrados.,yes,yes,1,100,100,"Painel Redondo de Pinus
Painel Pinus Fingado Clear
Painel Pinus Natural com Nó
Painel Pinus Solido Clear
Blanks - Pinus Fingado
Boards - Pinus Natural","A empresa trabalha com painéis de Pinus (Fingado, Natural, Redondo, Sólido Clear) e Eucaliptus (Fingado Clear).",7,7,6,2026-01-15T12:52:46.184676+00:00,Navigated to https://www.sulamericamolduras.com.br; Clicked on 'Produtos'; Clicked on 'VER PRODUTOS' under 'Painéis / Blanks / Boards'; Extracted product information from the page,Sul America Industria De Molduras,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
17,Sul America Industria De Molduras - Braco do Norte,https://www.sulamericamolduras.com.br,painel de madeira pinus,FOUND,Produtos relacionados a madeira e painéis de pinus encontrados.,yes,yes,1,100,100,"Painel Redondo de Pinus
Painel Pinus Fingado Clear
Painel Pinus Natural com Nó
Painel Pinus Solido Clear
Blanks - Pinus Fingado
Boards - Pinus Natural","A empresa trabalha com painéis de Pinus (Fingado, Natural, Redondo, Sólido Clear) e Eucaliptus (Fingado Clear).",7,7,6,2026-01-15T12:52:46.184676+00:00,Navigated to https://www.sulamericamolduras.com.br; Clicked on 'Produtos'; Clicked on 'VER PRODUTOS' under 'Painéis / Blanks / Boards'; Extracted product information from the page,Sul America Industria De Molduras,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
18,Sul America Industria De Molduras - Braco do Norte,https://www.sulamericamolduras.com.br,painel de madeira pinus,FOUND,Produtos relacionados a madeira e painéis de pinus encontrados.,yes,yes,1,100,100,"Painel Redondo de Pinus
Painel Pinus Fingado Clear
Painel Pinus Natural com Nó
Painel Pinus Solido Clear
Blanks - Pinus Fingado
Boards - Pinus Natural","A empresa trabalha com painéis de Pinus (Fingado, Natural, Redondo, Sólido Clear) e Eucaliptus (Fingado Clear).",7,7,6,2026-01-15T12:52:46.184676+00:00,Navigated to https://www.sulamericamolduras.com.br; Clicked on 'Produtos'; Clicked on 'VER PRODUTOS' under 'Painéis / Blanks / Boards'; Extracted product information from the page,Sul America Industria De Molduras,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
19,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
20,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
21,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
22,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
23,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
24,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
25,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
26,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
27,Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira pinus encontradas.,yes,yes,1,100,100,"CERCAS BRUTAS DE PINUS ""DOG EAR""
CERCAS GÓTICAS BRUTAS DE PINUS
ESTACAS APLAINADAS DE PINUS
BALAÚSTRES APLAINADOS DE PINUS","A empresa oferece diversos produtos de madeira pinus, incluindo cercas brutas, cercas góticas, estacas e balaústres, todos feitos de pinus.",7,7,5,2026-01-15T12:54:53.981357+00:00,Navigated to https://blueforest.com.br; Clicked on 'Produtos'; Analyzed product listings for wood and pine wood panels.,Blue Forest Industria E Comercio Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
28,Lavradora Racional De Madeiras Lavrama Sa - Timbo Grande,https://www.lavrama.com.br/,painel de madeira pinus,FOUND,Empresa encontrada com informações sobre produtos de madeira e painéis de pinus.,yes,yes,1,100,100,"A lavrama pertence ao grupo de empresas fundadas pela família Zugman em 1948. Localizada em Cel. Domingos Soares, Sul do Brasil, Lavrama conta com mais de 400 colaboradores, com uma capacidade instalada para produção de 100.000 m3 / ano de madeira serrada de pinus para produção de molduras e painéis colados EGP. Sustentabilidade Ambiental e Social são premissas básicas para a lavrama. Nós também temos orgulho de utilizar a mais recente tecnologia disponível a nível mundial e de investir em equipamentos capazes de produzir o que há de melhor em relação à molduras decorativas para o mercado de construção civil.","A empresa produz molduras, painéis colados de pinus (EGP), tábuas aplainadas finger joint, batentes e revestimento decorativo de madeira. Utilizam madeira serrada de pinus.",7,7,3,2026-01-15T13:08:08.993450+00:00,Navigated to https://www.lavrama.com.br/; Extracted information about products and materials.,Lavradora Racional De Madeiras Lavrama Sa,TIMBO GRANDE,Santa Catarina,-26.61782849,-50.67467414
29,Inter Link Group Of Production - Sao Bento do Sul,https://linksmoveisdemadeira.com.br/,painel de madeira pinus,FOUND,Empresa encontrada. Utiliza madeira maciça de Pinus (Pinus Elliottii) como base para seus móveis.,yes,yes,1,100,100,"A base de nossos móveis é feita com madeira maciça de Pinus (Pinus Elliottii), provendo maior durabilidade e consequentemente, aumento significativo na qualidade final.","A empresa utiliza madeira maciça de Pinus (Pinus Elliottii) como base para seus móveis, garantindo durabilidade e qualidade.",5,5,5,2026-01-15T13:26:15.243463+00:00,Navigated to https://linksmoveisdemadeira.com.br/; Searched Google for 'site:linksmoveisdemadeira.com.br produtos' (blocked by CAPTCHA); Navigated directly to https://linksmoveisdemadeira.com.br/ again; Extracted information about wood and pine panel usage from the current page content.,Inter Link Group Of Production,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
30,Inter Link Group Of Production - Sao Bento do Sul,https://linksmoveisdemadeira.com.br/,painel de madeira pinus,FOUND,Empresa encontrada. Utiliza madeira maciça de Pinus (Pinus Elliottii) como base para seus móveis.,yes,yes,1,100,100,"A base de nossos móveis é feita com madeira maciça de Pinus (Pinus Elliottii), provendo maior durabilidade e consequentemente, aumento significativo na qualidade final.","A empresa utiliza madeira maciça de Pinus (Pinus Elliottii) como base para seus móveis, garantindo durabilidade e qualidade.",5,5,5,2026-01-15T13:26:15.243463+00:00,Navigated to https://linksmoveisdemadeira.com.br/; Searched Google for 'site:linksmoveisdemadeira.com.br produtos' (blocked by CAPTCHA); Navigated directly to https://linksmoveisdemadeira.com.br/ again; Extracted information about wood and pine panel usage from the current page content.,Inter Link Group Of Production,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
31,Inter Link Group Of Production - Sao Bento do Sul,https://linksmoveisdemadeira.com.br/,painel de madeira pinus,FOUND,Empresa encontrada. Utiliza madeira maciça de Pinus (Pinus Elliottii) como base para seus móveis.,yes,yes,1,100,100,"A base de nossos móveis é feita com madeira maciça de Pinus (Pinus Elliottii), provendo maior durabilidade e consequentemente, aumento significativo na qualidade final.","A empresa utiliza madeira maciça de Pinus (Pinus Elliottii) como base para seus móveis, garantindo durabilidade e qualidade.",5,5,5,2026-01-15T13:26:15.243463+00:00,Navigated to https://linksmoveisdemadeira.com.br/; Searched Google for 'site:linksmoveisdemadeira.com.br produtos' (blocked by CAPTCHA); Navigated directly to https://linksmoveisdemadeira.com.br/ again; Extracted information about wood and pine panel usage from the current page content.,Inter Link Group Of Production,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
